
Statistical table extracted on May 01, 2025 (07:45:41)
http://www.ine.pt



Data reference period (1) ;Place of residence (NUTS - 2024);Sex;Age group;Deaths (No.) by Place of residence (NUTS - 2024), Sex, Age group and Day of death -  Annual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Day of death;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Total;January;1 January;2 January;3 January;4 January;5 January;6 January;7 January;8 January;9 January;10 January;11 January;12 January;13 January;14 January;15 January;16 January;17 January;18 January;19 January;20 January;21 January;22 January;23 January;24 January;25 January;26 January;27 January;28 January;29 January;30 January;31 January;February;1 February;2 February;3 February;4 February;5 February;6 February;7 February;8 February;9 February;10 February;11 February;12 February;13 February;14 February;15 February;16 February;17 February;18 February;19 February;20 February;21 February;22 February;23 February;24 February;25 February;26 February;27 February;28 February;29 February;March;1 March;2 March;3 March;4 March;5 March;6 March;7 March;8 March;9 March;10 March;11 March;12 March;13 March;14 March;15 March;16 March;17 March;18 March;19 March;20 March;21 March;22 March;23 March;24 March;25 March;26 March;27 March;28 March;29 March;30 March;31 March;April;1 April;2 April;3 April;4 April;5 April;6 April;7 April;8 April;9 April;10 April;11 April;12 April;13 April;14 April;15 April;16 April;17 April;18 April;19 April;20 April;21 April;22 April;23 April;24 April;25 April;26 April;27 April;28 April;29 April;30 April;May;1 May;2 May;3 May;4 May;5 May;6 May;7 May;8 May;9 May;10 May;11 May;12 May;13 May;14 May;15 May;16 May;17 May;18 May;19 May;20 May;21 May;22 May;23 May;24 May;25 May;26 May;27 May;28 May;29 May;30 May;31 May;June;1 June;2 June;3 June;4 June;5 June;6 June;7 June;8 June;9 June;10 June;11 June;12 June;13 June;14 June;15 June;16 June;17 June;18 June;19 June;20 June;21 June;22 June;23 June;24 June;25 June;26 June;27 June;28 June;29 June;30 June;July;1 July;2 July;3 July;4 July;5 July;6 July;7 July;8 July;9 July;10 July;11 July;12 July;13 July;14 July;15 July;16 July;17 July;18 July;19 July;20 July;21 July;22 July;23 July;24 July;25 July;26 July;27 July;28 July;29 July;30 July;31 July;August;1 August;2 August;3 August;4 August;5 August;6 August;7 August;8 August;9 August;10 August;11 August;12 August;13 August;14 August;15 August;16 August;17 August;18 August;19 August;20 August;21 August;22 August;23 August;24 August;25 August;26 August;27 August;28 August;29 August;30 August;31 August;September;1 September;2 September;3 September;4 September;5 September;6 September;7 September;8 September;9 September;10 September;11 September;12 September;13 September;14 September;15 September;16 September;17 September;18 September;19 September;20 September;21 September;22 September;23 September;24 September;25 September;26 September;27 September;28 September;29 September;30 September;October;1 October;2 October;3 October;4 October;5 October;6 October;7 October;8 October;9 October;10 October;11 October;12 October;13 October;14 October;15 October;16 October;17 October;18 October;19 October;20 October;21 October;22 October;23 October;24 October;25 October;26 October;27 October;28 October;29 October;30 October;31 October;November;1 November;2 November;3 November;4 November;5 November;6 November;7 November;8 November;9 November;10 November;11 November;12 November;13 November;14 November;15 November;16 November;17 November;18 November;19 November;20 November;21 November;22 November;23 November;24 November;25 November;26 November;27 November;28 November;29 November;30 November;December;1 December;2 December;3 December;4 December;5 December;6 December;7 December;8 December;9 December;10 December;11 December;12 December;13 December;14 December;15 December;16 December;17 December;18 December;19 December;20 December;21 December;22 December;23 December;24 December;25 December;26 December;27 December;28 December;29 December;30 December;31 December;
;;;;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;No. ;
2023;11: Norte;M;0-64 years;3644 //;327 //;12 //;10 //;11 //;10 //;11 //;9 //;10 //;9 //;8 //;8 //;10 //;15 //;7 //;10 //;9 //;13 //;9 //;10 //;13 //;11 //;6 //;7 //;6 //;13 //;13 //;11 //;9 //;14 //;15 //;10 //;18 //;296 //;11 //;9 //;12 //;8 //;7 //;6 //;11 //;7 //;12 //;14 //;5 //;9 //;10 //;8 //;10 //;10 //;13 //;10 //;7 //;10 //;14 //;15 //;18 //;12 //;16 //;9 //;7 //;16 //;0 //;302 //;9 //;15 //;11 //;8 //;10 //;12 //;10 //;12 //;11 //;12 //;12 //;3 //;15 //;10 //;8 //;15 //;7 //;8 //;7 //;11 //;7 //;9 //;10 //;10 //;4 //;10 //;11 //;7 //;7 //;5 //;16 //;293 //;9 //;13 //;10 //;7 //;10 //;8 //;10 //;11 //;8 //;8 //;10 //;12 //;7 //;6 //;11 //;11 //;9 //;14 //;14 //;7 //;7 //;9 //;8 //;13 //;11 //;4 //;11 //;15 //;5 //;15 //;280 //;12 //;5 //;11 //;12 //;8 //;8 //;6 //;12 //;13 //;16 //;7 //;9 //;5 //;9 //;12 //;12 //;8 //;4 //;6 //;9 //;6 //;9 //;10 //;4 //;8 //;11 //;10 //;7 //;10 //;9 //;12 //;287 //;7 //;7 //;12 //;8 //;7 //;8 //;9 //;8 //;9 //;18 //;7 //;13 //;10 //;10 //;7 //;13 //;8 //;3 //;12 //;6 //;8 //;4 //;15 //;14 //;11 //;11 //;8 //;18 //;6 //;10 //;290 //;12 //;6 //;10 //;6 //;8 //;10 //;15 //;5 //;9 //;9 //;7 //;10 //;11 //;9 //;11 //;9 //;7 //;9 //;17 //;8 //;7 //;9 //;9 //;12 //;8 //;7 //;11 //;11 //;5 //;10 //;13 //;325 //;9 //;14 //;7 //;22 //;5 //;11 //;14 //;8 //;10 //;9 //;9 //;9 //;7 //;10 //;12 //;6 //;10 //;10 //;18 //;11 //;13 //;8 //;9 //;12 //;8 //;11 //;13 //;10 //;8 //;12 //;10 //;270 //;7 //;6 //;7 //;9 //;8 //;9 //;7 //;9 //;12 //;9 //;9 //;8 //;9 //;10 //;9 //;7 //;7 //;4 //;13 //;7 //;10 //;6 //;13 //;6 //;7 //;11 //;15 //;18 //;10 //;8 //;280 //;4 //;3 //;14 //;9 //;3 //;14 //;9 //;12 //;12 //;10 //;8 //;9 //;11 //;5 //;9 //;10 //;12 //;8 //;6 //;8 //;7 //;5 //;8 //;11 //;8 //;7 //;7 //;19 //;10 //;12 //;10 //;281 //;8 //;4 //;8 //;6 //;12 //;11 //;8 //;12 //;15 //;10 //;7 //;11 //;8 //;8 //;11 //;10 //;11 //;7 //;8 //;10 //;9 //;10 //;15 //;10 //;11 //;8 //;8 //;10 //;5 //;10 //;413 //;7 //;6 //;8 //;15 //;11 //;11 //;9 //;17 //;15 //;7 //;13 //;20 //;5 //;13 //;8 //;11 //;8 //;12 //;17 //;13 //;20 //;13 //;16 //;11 //;13 //;22 //;16 //;18 //;20 //;15 //;23 //;
;;;65-69 years;1743 //;161 //;5 //;7 //;5 //;4 //;3 //;5 //;4 //;5 //;3 //;6 //;7 //;8 //;5 //;5 //;5 //;7 //;5 //;11 //;6 //;5 //;2 //;5 //;3 //;6 //;4 //;2 //;6 //;3 //;8 //;7 //;4 //;153 //;5 //;5 //;5 //;3 //;6 //;4 //;4 //;14 //;3 //;7 //;5 //;3 //;7 //;8 //;3 //;5 //;7 //;4 //;5 //;6 //;4 //;3 //;7 //;4 //;9 //;2 //;7 //;8 //;0 //;160 //;4 //;9 //;5 //;2 //;3 //;6 //;1 //;11 //;6 //;2 //;2 //;5 //;5 //;8 //;5 //;8 //;6 //;3 //;5 //;9 //;5 //;4 //;9 //;3 //;3 //;4 //;3 //;3 //;4 //;12 //;5 //;135 //;2 //;5 //;3 //;3 //;4 //;9 //;3 //;8 //;4 //;2 //;6 //;8 //;3 //;5 //;6 //;4 //;4 //;5 //;1 //;7 //;4 //;3 //;4 //;4 //;4 //;2 //;2 //;4 //;11 //;5 //;123 //;2 //;3 //;5 //;3 //;4 //;3 //;4 //;7 //;3 //;3 //;5 //;1 //;8 //;0 //;2 //;4 //;3 //;6 //;5 //;5 //;2 //;9 //;3 //;2 //;5 //;4 //;8 //;4 //;2 //;0 //;8 //;126 //;7 //;7 //;2 //;4 //;4 //;2 //;4 //;4 //;5 //;2 //;7 //;2 //;3 //;7 //;4 //;6 //;3 //;5 //;3 //;3 //;1 //;5 //;4 //;8 //;4 //;4 //;4 //;6 //;3 //;3 //;144 //;6 //;5 //;4 //;6 //;6 //;5 //;8 //;4 //;5 //;5 //;5 //;3 //;3 //;6 //;5 //;3 //;4 //;7 //;4 //;2 //;1 //;3 //;7 //;4 //;1 //;8 //;5 //;6 //;3 //;2 //;8 //;128 //;6 //;3 //;8 //;4 //;3 //;1 //;3 //;2 //;4 //;8 //;5 //;4 //;4 //;2 //;6 //;1 //;2 //;5 //;6 //;1 //;2 //;5 //;6 //;3 //;6 //;8 //;3 //;3 //;6 //;2 //;6 //;151 //;4 //;1 //;4 //;6 //;7 //;4 //;4 //;5 //;6 //;7 //;5 //;2 //;3 //;7 //;9 //;7 //;4 //;6 //;1 //;5 //;4 //;6 //;6 //;7 //;3 //;2 //;9 //;5 //;10 //;2 //;127 //;6 //;2 //;4 //;3 //;3 //;1 //;3 //;3 //;3 //;3 //;5 //;7 //;6 //;4 //;6 //;3 //;2 //;4 //;4 //;2 //;5 //;5 //;5 //;6 //;5 //;3 //;5 //;5 //;4 //;8 //;2 //;144 //;8 //;8 //;1 //;2 //;3 //;3 //;3 //;4 //;6 //;3 //;7 //;4 //;2 //;5 //;11 //;6 //;4 //;8 //;1 //;6 //;3 //;8 //;4 //;6 //;4 //;7 //;3 //;3 //;3 //;8 //;191 //;10 //;5 //;2 //;9 //;5 //;5 //;9 //;5 //;7 //;7 //;8 //;4 //;4 //;9 //;6 //;2 //;3 //;4 //;4 //;1 //;4 //;13 //;6 //;8 //;8 //;5 //;7 //;10 //;6 //;6 //;9 //;
;;;70-74 years;2015 //;191 //;4 //;3 //;4 //;5 //;8 //;9 //;3 //;7 //;5 //;8 //;10 //;9 //;6 //;4 //;4 //;6 //;6 //;9 //;11 //;11 //;6 //;3 //;9 //;3 //;2 //;4 //;4 //;10 //;6 //;7 //;5 //;173 //;9 //;8 //;8 //;4 //;10 //;10 //;3 //;7 //;7 //;3 //;7 //;6 //;4 //;6 //;5 //;7 //;2 //;7 //;6 //;7 //;7 //;12 //;4 //;8 //;4 //;3 //;6 //;3 //;0 //;195 //;8 //;7 //;11 //;7 //;5 //;4 //;4 //;8 //;10 //;7 //;4 //;6 //;6 //;4 //;7 //;4 //;8 //;3 //;6 //;6 //;8 //;8 //;6 //;7 //;5 //;4 //;2 //;7 //;8 //;9 //;6 //;175 //;9 //;7 //;6 //;3 //;14 //;7 //;5 //;2 //;4 //;5 //;4 //;6 //;6 //;9 //;4 //;2 //;5 //;9 //;5 //;3 //;4 //;10 //;3 //;10 //;6 //;2 //;7 //;4 //;7 //;7 //;148 //;4 //;3 //;4 //;8 //;4 //;6 //;1 //;5 //;8 //;6 //;2 //;4 //;6 //;3 //;3 //;3 //;5 //;5 //;6 //;4 //;6 //;2 //;4 //;3 //;5 //;6 //;7 //;6 //;3 //;6 //;10 //;144 //;3 //;3 //;4 //;8 //;3 //;2 //;6 //;4 //;3 //;5 //;4 //;7 //;5 //;8 //;6 //;1 //;6 //;5 //;7 //;2 //;4 //;6 //;2 //;5 //;7 //;11 //;3 //;3 //;5 //;6 //;154 //;6 //;7 //;3 //;2 //;2 //;7 //;1 //;4 //;3 //;7 //;11 //;4 //;2 //;7 //;4 //;1 //;3 //;5 //;9 //;5 //;2 //;4 //;5 //;5 //;6 //;5 //;7 //;8 //;7 //;7 //;5 //;148 //;9 //;9 //;4 //;6 //;4 //;5 //;2 //;6 //;4 //;3 //;5 //;4 //;6 //;3 //;7 //;5 //;2 //;5 //;4 //;2 //;3 //;1 //;8 //;6 //;3 //;2 //;4 //;2 //;5 //;12 //;7 //;144 //;6 //;4 //;6 //;5 //;5 //;3 //;2 //;4 //;3 //;6 //;1 //;3 //;11 //;3 //;3 //;5 //;4 //;8 //;2 //;5 //;5 //;4 //;1 //;6 //;6 //;5 //;6 //;5 //;6 //;11 //;168 //;8 //;4 //;7 //;4 //;3 //;4 //;6 //;4 //;13 //;6 //;5 //;5 //;5 //;5 //;2 //;2 //;3 //;10 //;3 //;8 //;5 //;7 //;5 //;4 //;5 //;8 //;7 //;2 //;2 //;10 //;6 //;168 //;4 //;4 //;7 //;8 //;6 //;2 //;5 //;6 //;5 //;8 //;7 //;6 //;2 //;2 //;8 //;3 //;4 //;7 //;7 //;8 //;7 //;3 //;6 //;4 //;8 //;3 //;4 //;4 //;8 //;12 //;207 //;7 //;8 //;5 //;6 //;4 //;2 //;2 //;7 //;3 //;1 //;5 //;6 //;11 //;3 //;5 //;5 //;9 //;10 //;3 //;13 //;9 //;8 //;9 //;4 //;8 //;8 //;11 //;8 //;9 //;10 //;8 //;
;;;75-79 years;2447 //;241 //;12 //;6 //;7 //;5 //;7 //;11 //;11 //;11 //;9 //;11 //;7 //;4 //;13 //;2 //;11 //;8 //;8 //;10 //;5 //;9 //;7 //;6 //;8 //;7 //;8 //;5 //;6 //;7 //;6 //;8 //;6 //;201 //;4 //;6 //;8 //;8 //;6 //;7 //;4 //;3 //;4 //;8 //;10 //;8 //;9 //;8 //;7 //;7 //;5 //;6 //;5 //;11 //;10 //;10 //;10 //;9 //;5 //;10 //;5 //;8 //;0 //;188 //;8 //;6 //;3 //;12 //;7 //;5 //;7 //;5 //;8 //;5 //;5 //;9 //;8 //;4 //;8 //;7 //;2 //;5 //;3 //;3 //;5 //;11 //;6 //;8 //;6 //;5 //;8 //;6 //;3 //;10 //;0 //;200 //;8 //;9 //;3 //;4 //;6 //;6 //;5 //;4 //;6 //;7 //;7 //;10 //;5 //;8 //;5 //;7 //;12 //;4 //;7 //;2 //;7 //;6 //;6 //;8 //;6 //;7 //;7 //;11 //;10 //;7 //;206 //;11 //;4 //;5 //;6 //;9 //;6 //;5 //;8 //;9 //;4 //;6 //;3 //;4 //;8 //;6 //;12 //;7 //;6 //;5 //;3 //;5 //;5 //;5 //;9 //;7 //;3 //;13 //;4 //;4 //;15 //;9 //;195 //;13 //;11 //;6 //;3 //;9 //;11 //;8 //;6 //;4 //;3 //;3 //;5 //;10 //;8 //;7 //;7 //;7 //;7 //;5 //;6 //;4 //;6 //;5 //;7 //;8 //;7 //;6 //;5 //;3 //;5 //;160 //;4 //;8 //;6 //;3 //;4 //;4 //;5 //;4 //;0 //;7 //;4 //;6 //;3 //;6 //;5 //;6 //;5 //;7 //;8 //;6 //;3 //;3 //;4 //;9 //;5 //;5 //;5 //;4 //;5 //;4 //;12 //;204 //;12 //;7 //;6 //;7 //;5 //;9 //;7 //;7 //;2 //;6 //;9 //;8 //;5 //;6 //;6 //;5 //;6 //;7 //;9 //;1 //;9 //;7 //;7 //;3 //;11 //;3 //;4 //;7 //;12 //;4 //;7 //;171 //;5 //;5 //;10 //;6 //;3 //;5 //;6 //;4 //;4 //;4 //;3 //;3 //;0 //;12 //;10 //;4 //;8 //;3 //;3 //;4 //;9 //;6 //;4 //;5 //;3 //;7 //;8 //;10 //;8 //;9 //;228 //;5 //;5 //;6 //;5 //;8 //;5 //;4 //;5 //;7 //;9 //;9 //;12 //;9 //;8 //;10 //;8 //;5 //;11 //;6 //;8 //;4 //;8 //;8 //;5 //;8 //;14 //;6 //;6 //;8 //;10 //;6 //;207 //;3 //;10 //;3 //;7 //;4 //;5 //;11 //;12 //;6 //;16 //;4 //;3 //;6 //;6 //;11 //;5 //;8 //;5 //;10 //;4 //;3 //;6 //;9 //;4 //;5 //;5 //;9 //;9 //;9 //;9 //;246 //;7 //;10 //;2 //;7 //;6 //;9 //;2 //;6 //;4 //;4 //;5 //;14 //;8 //;6 //;7 //;9 //;5 //;9 //;10 //;4 //;7 //;14 //;7 //;16 //;9 //;12 //;7 //;11 //;8 //;13 //;8 //;
;;;80-84 years;2915 //;312 //;11 //;9 //;13 //;8 //;13 //;11 //;15 //;11 //;8 //;13 //;10 //;7 //;10 //;3 //;11 //;11 //;14 //;11 //;15 //;7 //;10 //;10 //;10 //;15 //;3 //;10 //;11 //;7 //;6 //;8 //;11 //;258 //;18 //;10 //;14 //;6 //;9 //;11 //;2 //;5 //;16 //;19 //;10 //;8 //;7 //;10 //;6 //;14 //;7 //;6 //;12 //;7 //;12 //;8 //;5 //;10 //;2 //;8 //;8 //;8 //;0 //;251 //;8 //;6 //;9 //;3 //;8 //;9 //;3 //;10 //;9 //;10 //;9 //;7 //;10 //;3 //;13 //;15 //;8 //;10 //;6 //;13 //;9 //;12 //;6 //;5 //;7 //;4 //;6 //;10 //;8 //;7 //;8 //;215 //;6 //;4 //;8 //;5 //;9 //;9 //;9 //;5 //;4 //;7 //;12 //;7 //;9 //;7 //;3 //;7 //;7 //;8 //;4 //;11 //;9 //;8 //;10 //;9 //;6 //;3 //;7 //;8 //;8 //;6 //;211 //;5 //;14 //;6 //;7 //;10 //;9 //;6 //;3 //;18 //;4 //;4 //;6 //;4 //;5 //;8 //;8 //;7 //;7 //;8 //;5 //;4 //;9 //;6 //;10 //;5 //;9 //;6 //;5 //;7 //;3 //;3 //;223 //;12 //;7 //;12 //;1 //;9 //;5 //;8 //;7 //;8 //;7 //;7 //;6 //;7 //;5 //;9 //;9 //;5 //;8 //;11 //;8 //;7 //;9 //;6 //;8 //;8 //;5 //;8 //;5 //;10 //;6 //;210 //;7 //;4 //;3 //;8 //;4 //;3 //;4 //;17 //;6 //;4 //;6 //;6 //;7 //;9 //;9 //;3 //;6 //;7 //;11 //;9 //;6 //;4 //;10 //;8 //;6 //;6 //;8 //;8 //;6 //;8 //;7 //;232 //;6 //;10 //;5 //;9 //;3 //;5 //;6 //;4 //;8 //;7 //;6 //;8 //;5 //;11 //;8 //;10 //;5 //;11 //;8 //;12 //;13 //;6 //;9 //;6 //;3 //;6 //;11 //;8 //;4 //;12 //;7 //;236 //;6 //;10 //;6 //;7 //;12 //;6 //;9 //;6 //;3 //;5 //;14 //;5 //;9 //;7 //;6 //;11 //;7 //;7 //;10 //;12 //;9 //;7 //;7 //;14 //;7 //;6 //;5 //;8 //;7 //;8 //;231 //;6 //;10 //;8 //;6 //;10 //;4 //;7 //;5 //;7 //;6 //;7 //;12 //;9 //;5 //;7 //;8 //;5 //;7 //;6 //;6 //;4 //;8 //;9 //;11 //;8 //;7 //;4 //;6 //;14 //;8 //;11 //;242 //;8 //;7 //;2 //;4 //;8 //;10 //;7 //;9 //;6 //;10 //;12 //;13 //;11 //;8 //;10 //;6 //;8 //;9 //;6 //;9 //;6 //;3 //;5 //;11 //;6 //;9 //;7 //;11 //;12 //;9 //;294 //;8 //;7 //;8 //;6 //;5 //;6 //;9 //;11 //;8 //;9 //;8 //;9 //;9 //;3 //;15 //;4 //;10 //;7 //;6 //;6 //;11 //;14 //;7 //;15 //;15 //;13 //;14 //;12 //;12 //;14 //;13 //;
;;;85 or more years;6119 //;648 //;19 //;17 //;19 //;24 //;23 //;22 //;22 //;28 //;19 //;22 //;16 //;25 //;15 //;22 //;16 //;12 //;24 //;24 //;28 //;19 //;19 //;19 //;18 //;32 //;21 //;23 //;19 //;17 //;15 //;25 //;24 //;578 //;27 //;18 //;23 //;27 //;18 //;25 //;26 //;20 //;27 //;24 //;19 //;23 //;24 //;18 //;11 //;28 //;21 //;18 //;27 //;14 //;9 //;23 //;23 //;12 //;15 //;23 //;13 //;22 //;0 //;529 //;11 //;21 //;26 //;7 //;24 //;16 //;22 //;20 //;9 //;16 //;18 //;14 //;20 //;13 //;18 //;18 //;22 //;25 //;20 //;23 //;16 //;16 //;21 //;13 //;12 //;13 //;21 //;12 //;14 //;15 //;13 //;454 //;13 //;19 //;17 //;15 //;11 //;16 //;14 //;16 //;16 //;17 //;14 //;14 //;18 //;18 //;10 //;20 //;11 //;13 //;20 //;14 //;10 //;15 //;16 //;14 //;18 //;9 //;17 //;20 //;15 //;14 //;473 //;9 //;17 //;9 //;18 //;20 //;11 //;13 //;20 //;19 //;10 //;14 //;16 //;16 //;10 //;17 //;17 //;12 //;16 //;14 //;10 //;16 //;16 //;22 //;18 //;23 //;11 //;10 //;18 //;19 //;17 //;15 //;440 //;14 //;15 //;8 //;13 //;21 //;12 //;22 //;13 //;21 //;16 //;14 //;23 //;14 //;8 //;12 //;12 //;12 //;21 //;12 //;13 //;9 //;7 //;18 //;18 //;14 //;10 //;17 //;21 //;15 //;15 //;403 //;11 //;12 //;21 //;12 //;11 //;20 //;15 //;10 //;10 //;11 //;16 //;14 //;11 //;11 //;11 //;7 //;10 //;12 //;23 //;15 //;12 //;10 //;14 //;22 //;14 //;8 //;9 //;7 //;14 //;12 //;18 //;474 //;10 //;14 //;10 //;11 //;12 //;16 //;19 //;26 //;18 //;11 //;18 //;17 //;15 //;11 //;20 //;18 //;9 //;14 //;13 //;15 //;13 //;15 //;21 //;15 //;18 //;12 //;24 //;14 //;15 //;17 //;13 //;430 //;10 //;12 //;16 //;10 //;12 //;16 //;12 //;15 //;14 //;23 //;12 //;15 //;12 //;15 //;16 //;15 //;13 //;14 //;14 //;20 //;12 //;14 //;11 //;20 //;13 //;16 //;13 //;8 //;20 //;17 //;522 //;14 //;16 //;16 //;17 //;13 //;17 //;20 //;15 //;21 //;24 //;21 //;23 //;23 //;13 //;13 //;18 //;17 //;15 //;20 //;8 //;15 //;19 //;14 //;15 //;13 //;12 //;23 //;22 //;14 //;20 //;11 //;513 //;19 //;17 //;16 //;19 //;22 //;25 //;17 //;23 //;10 //;14 //;15 //;12 //;18 //;12 //;17 //;16 //;16 //;15 //;14 //;18 //;16 //;19 //;15 //;18 //;14 //;15 //;26 //;10 //;20 //;25 //;655 //;15 //;14 //;15 //;24 //;14 //;16 //;23 //;25 //;24 //;26 //;26 //;16 //;18 //;20 //;19 //;19 //;31 //;16 //;15 //;14 //;14 //;23 //;21 //;15 //;28 //;23 //;25 //;30 //;34 //;28 //;24 //;
