;;;65-69 years;806;69;3;0;2;5;1;2;1;1;2;2;4;1;3;2;4;1;5;4;3;1;0;2;2;3;2;3;2;0;2;2;4;73;2;2;4;4;3;4;1;4;5;0;1;3;4;4;4;2;1;3;1;2;2;4;2;3;1;4;1;2;0;63;3;3;0;1;1;0;1;2;5;1;3;2;2;3;3;2;3;1;2;3;2;2;1;3;2;0;7;3;1;0;1;62;0;1;1;3;2;2;5;1;1;3;0;2;1;4;3;1;1;3;2;3;2;4;0;2;5;2;3;1;1;3;61;3;1;1;0;2;2;2;0;4;2;2;4;1;1;1;0;3;1;1;2;1;3;1;3;0;5;3;3;0;2;7;63;0;2;0;2;3;2;2;3;1;2;3;1;2;2;4;3;2;3;1;5;2;1;1;3;2;1;3;2;2;3;75;4;1;3;4;0;1;2;3;3;4;2;3;3;2;4;1;1;4;2;3;5;3;3;0;0;2;1;3;4;1;3;58;3;1;1;4;2;1;1;3;2;3;0;3;3;2;3;1;0;2;3;2;5;1;2;1;3;1;1;0;0;2;2;54;1;2;0;2;5;0;0;3;2;4;0;1;0;1;1;4;0;3;3;2;5;2;0;0;3;1;2;0;2;5;67;0;4;2;2;6;3;2;1;2;1;1;4;2;1;2;1;1;1;4;1;2;4;2;0;6;1;5;1;2;1;2;74;0;3;3;3;4;1;6;3;0;3;2;4;2;4;1;3;2;5;2;2;3;5;2;3;1;2;0;1;2;2;87;1;1;0;1;6;4;2;1;1;1;3;7;4;2;3;4;2;4;3;8;2;3;1;4;1;3;4;1;3;5;2;
;;;70-74 years;1232;102;3;2;2;3;3;5;1;1;3;8;1;4;3;2;5;3;3;3;2;2;3;5;6;5;3;2;1;4;6;6;2;110;6;4;2;8;6;3;3;2;5;4;5;4;3;4;6;3;3;6;3;3;8;2;4;3;4;2;3;1;0;78;3;4;3;3;2;2;2;2;2;3;1;5;1;5;3;0;1;2;1;3;2;1;3;1;4;8;1;1;2;3;4;92;3;3;2;2;4;4;4;4;3;6;1;4;2;2;0;1;2;5;1;9;6;5;2;1;2;5;2;2;2;3;94;5;3;1;4;4;2;2;0;4;3;7;7;5;0;3;2;4;4;3;3;2;1;3;4;3;3;3;4;3;0;2;110;6;8;2;1;5;3;6;8;2;8;2;3;2;0;4;5;4;3;4;3;3;1;4;2;4;5;1;3;2;6;123;2;4;4;2;3;2;3;2;5;1;5;3;5;2;3;5;2;6;4;5;4;4;4;5;7;4;3;3;7;10;4;91;1;6;6;4;2;1;3;5;1;2;5;3;3;3;1;2;1;4;3;4;3;5;2;3;2;2;1;6;3;3;1;100;3;3;3;5;2;2;6;0;4;4;5;6;2;4;0;2;2;6;4;6;1;3;4;3;4;2;1;6;2;5;98;4;2;3;2;5;1;3;4;5;4;5;3;4;3;1;3;7;1;6;3;1;4;3;2;3;1;3;2;4;3;3;117;2;7;5;2;5;4;2;3;4;4;3;1;2;7;4;6;1;1;4;2;4;5;3;2;3;8;3;7;7;6;117;1;4;6;4;1;4;3;3;3;2;5;3;5;3;3;6;7;4;5;2;5;0;7;4;2;2;4;3;6;3;7;
;;;75-79 years;1972;187;6;5;3;10;6;5;3;3;3;5;9;3;2;6;6;5;6;8;7;6;7;5;4;8;6;6;7;9;12;11;5;159;6;7;6;6;6;3;9;3;9;9;5;5;5;8;3;6;6;4;6;5;7;5;7;5;4;7;1;6;0;173;3;10;3;7;4;2;8;3;9;7;3;2;7;3;12;3;8;3;6;6;4;8;6;2;5;7;2;9;5;12;4;161;6;2;3;7;2;3;8;6;4;5;5;4;5;6;5;7;9;2;7;6;5;8;7;2;4;10;3;6;5;9;168;5;6;9;7;2;4;5;3;9;3;8;8;4;4;4;6;7;4;4;3;11;7;3;3;4;4;9;6;5;2;9;152;4;3;5;6;6;7;5;10;4;8;1;6;8;3;5;5;7;2;6;4;1;4;3;4;5;7;6;3;6;8;150;0;3;11;0;5;5;5;4;8;6;3;4;7;6;7;6;5;6;5;1;5;6;9;3;7;4;1;5;7;3;3;161;5;8;5;4;6;2;4;3;9;7;4;9;2;4;7;5;7;6;2;3;5;11;5;7;8;6;6;4;2;1;4;133;5;7;4;3;4;4;3;5;1;3;5;8;6;7;4;3;4;4;4;2;5;1;4;5;4;5;3;5;7;8;158;6;4;8;5;8;4;3;5;1;7;6;6;3;8;4;3;6;3;5;3;3;4;7;6;6;8;8;4;4;5;5;158;5;4;7;3;5;6;2;12;7;4;6;2;7;11;3;4;3;3;9;9;5;9;4;10;1;1;4;2;6;4;212;6;4;9;7;9;4;7;3;3;11;5;13;4;9;6;5;5;9;5;5;1;10;5;5;12;11;6;6;11;7;9;
;;;80-84 years;3108;290;7;13;10;2;8;10;14;7;11;7;8;7;8;11;8;7;8;12;8;7;12;5;10;14;7;13;10;17;6;14;9;282;14;17;11;13;10;6;12;9;7;12;7;13;4;8;8;5;12;10;9;9;18;7;8;10;12;16;8;7;0;280;10;8;6;7;6;3;7;7;14;10;10;4;10;9;10;10;13;10;17;14;9;4;9;8;10;12;7;11;11;7;7;262;5;9;5;8;11;6;9;9;7;8;8;10;7;10;6;16;12;9;10;8;9;3;9;14;9;8;10;13;8;6;251;9;8;7;6;13;8;4;7;10;11;5;5;7;6;12;6;9;8;10;6;7;5;7;6;8;9;11;16;8;11;6;256;4;9;12;17;9;5;8;7;5;7;10;13;8;16;12;5;9;13;6;7;3;10;8;5;9;7;8;7;9;8;252;9;7;4;7;8;5;5;9;11;9;8;6;7;12;5;9;13;10;11;6;10;5;13;4;10;14;3;10;6;8;8;217;6;6;6;12;4;7;8;8;8;4;13;4;7;7;12;7;8;8;3;11;9;1;5;8;3;12;8;6;6;4;6;220;8;7;8;8;7;6;4;3;10;7;15;8;5;2;11;1;7;13;9;10;13;8;3;8;9;5;4;4;8;9;220;2;5;9;8;2;6;17;2;8;7;13;6;16;7;3;8;8;3;9;5;7;8;7;9;7;3;5;9;6;6;9;231;4;5;8;8;8;4;11;7;6;6;8;3;12;11;8;9;14;7;6;3;16;8;10;3;5;5;8;8;10;10;347;9;11;10;11;6;13;11;14;17;6;8;9;13;16;12;8;6;10;12;11;12;9;12;15;8;14;15;16;14;10;9;
;;;85 or more years;10810;973;46;13;30;34;35;25;30;29;24;26;31;26;29;28;40;38;22;25;25;35;37;33;37;29;34;48;31;20;35;39;39;895;29;35;37;39;26;26;29;25;34;30;35;39;31;31;36;28;39;44;25;29;27;24;34;29;40;28;32;34;0;948;35;21;37;32;23;22;33;30;32;27;36;26;31;28;28;39;32;28;34;25;32;38;32;24;32;38;33;28;28;40;24;918;38;31;22;32;27;23;26;32;30;21;39;34;31;23;42;36;39;32;28;27;27;24;24;34;30;42;26;23;42;33;916;25;34;24;28;27;36;29;22;24;28;33;24;24;47;26;25;28;25;37;44;30;33;28;27;29;24;29;32;32;29;33;855;36;29;32;38;19;32;25;31;31;25;25;41;30;44;33;35;36;39;26;18;26;25;27;22;27;16;28;11;31;17;878;27;33;36;25;24;16;25;25;26;35;25;36;34;44;45;40;37;28;31;23;18;28;27;24;27;25;20;21;23;22;28;805;35;28;24;25;19;23;26;25;25;23;44;26;29;22;16;20;28;32;23;33;20;34;31;24;22;25;27;21;35;18;22;733;27;31;27;26;21;22;19;20;26;22;23;27;25;15;28;32;28;26;25;22;30;23;26;24;9;27;31;25;22;24;804;25;23;25;25;25;23;24;24;21;33;28;25;28;28;29;26;13;28;28;32;31;15;36;22;25;30;46;22;19;25;20;933;26;22;25;32;25;28;36;38;23;30;27;29;28;32;34;40;33;28;27;33;41;29;27;26;43;36;26;38;35;36;1152;39;37;39;36;29;45;42;42;33;34;32;46;42;41;42;37;31;40;47;38;41;42;34;33;35;38;33;24;36;33;31;
;19: Centro;M;0-64 years;1778;169;5;6;4;11;6;4;4;7;5;3;1;4;6;4;4;9;7;7;5;10;6;4;4;3;5;3;5;9;5;8;5;129;5;6;9;7;6;4;7;3;4;4;1;2;4;3;9;5;1;7;3;8;3;4;3;2;1;5;4;9;0;136;10;9;4;1;4;6;5;3;5;3;3;4;3;3;6;7;7;0;5;4;9;4;5;4;0;2;5;3;5;5;2;153;5;4;5;8;6;3;7;4;3;4;5;4;6;3;3;5;4;7;6;5;4;3;8;1;6;5;4;7;10;8;148;5;3;4;6;6;6;5;4;8;5;4;4;6;4;9;5;3;5;1;3;8;3;3;5;5;2;10;6;4;1;5;153;6;7;3;4;9;6;4;2;7;5;5;6;6;8;4;6;7;2;2;9;8;2;7;9;3;4;4;4;4;0;146;4;5;7;2;5;4;5;5;5;1;3;6;2;5;8;4;1;11;3;3;4;6;5;6;4;2;8;7;3;9;3;155;5;8;7;3;7;6;5;2;6;3;3;3;6;4;2;6;5;6;7;5;6;2;9;6;6;4;8;4;4;3;4;143;4;6;6;3;5;7;1;2;3;5;6;8;6;7;8;3;7;7;2;7;5;4;8;4;2;2;4;3;4;4;126;2;2;5;4;6;3;8;0;6;6;6;5;4;2;3;3;2;6;4;2;5;2;6;8;2;0;5;6;2;6;5;170;5;5;6;1;7;6;3;4;4;5;5;7;4;6;6;3;6;4;6;6;8;3;5;9;6;8;9;8;8;7;150;4;5;3;6;3;4;5;3;4;4;4;4;9;3;4;9;6;5;8;6;4;4;8;2;2;3;6;7;5;5;5;
;;;65-69 years;832;64;1;2;3;4;2;3;2;0;2;2;2;1;4;3;3;0;3;4;5;2;1;0;1;5;1;0;1;2;1;3;1;77;5;1;6;3;4;7;3;3;3;2;3;2;2;5;4;2;4;4;2;3;1;1;1;3;1;2;0;0;0;70;3;1;3;4;2;1;5;3;2;3;1;2;2;2;2;2;3;4;1;0;1;0;2;4;3;2;3;4;3;1;1;76;2;3;2;2;2;5;4;4;3;4;3;2;1;2;3;3;4;1;1;2;4;2;3;2;1;2;2;3;2;2;77;2;5;7;3;0;1;5;3;3;5;1;5;3;3;1;2;1;2;1;1;5;1;1;1;1;3;2;5;2;1;1;58;4;0;0;3;0;1;1;0;2;2;3;4;1;2;2;6;2;4;4;1;1;1;1;0;1;3;1;5;3;0;70;3;3;3;0;2;1;2;1;4;2;2;1;0;4;5;1;4;2;3;4;0;3;2;2;2;1;6;2;3;0;2;66;1;3;7;0;4;4;2;1;0;0;2;1;1;1;3;0;2;5;2;0;3;6;2;2;2;2;1;2;3;3;1;62;2;3;1;3;2;1;1;3;1;1;5;0;4;3;0;1;6;2;2;3;4;1;0;2;1;1;2;2;3;2;57;2;1;2;3;3;2;3;4;1;3;0;2;0;0;5;0;1;3;1;0;1;5;1;2;1;3;1;2;0;2;3;65;3;2;3;4;1;2;0;1;2;3;1;1;2;3;2;0;1;1;3;0;2;3;3;10;1;0;3;4;1;3;90;5;1;3;6;5;5;3;0;1;6;6;7;5;3;1;2;3;0;2;1;2;3;2;2;3;2;2;1;1;4;3;
;;;70-74 years;1087;92;1;1;4;2;6;2;2;1;2;3;1;4;1;7;2;6;1;2;1;2;2;6;2;5;5;1;2;6;5;5;2;98;8;4;3;3;0;3;6;4;6;2;4;5;1;2;4;4;6;1;3;4;1;4;2;3;6;7;1;1;0;95;4;3;10;3;2;1;2;3;3;6;2;4;2;3;1;2;3;6;1;3;2;6;1;2;4;4;3;2;3;2;2;89;4;4;5;1;0;4;4;6;3;2;3;5;2;1;5;2;2;5;2;1;3;4;6;5;3;1;2;1;1;2;75;5;0;3;1;3;1;3;5;1;2;1;2;1;2;1;4;3;3;2;3;2;4;2;2;4;2;0;2;5;5;1;89;3;4;6;3;5;3;5;4;1;3;0;2;1;6;5;5;4;2;5;2;5;0;0;1;2;2;3;3;2;2;94;5;4;0;0;4;1;2;5;2;4;2;2;4;2;6;7;1;5;3;1;4;3;2;6;0;2;4;4;3;3;3;84;2;1;3;4;3;1;3;5;1;4;5;0;3;4;6;3;1;0;3;6;3;3;1;4;3;3;3;1;2;1;2;82;2;1;1;4;2;4;2;1;4;3;4;4;0;3;3;3;1;5;2;4;2;6;4;4;1;2;1;3;3;3;79;2;2;2;0;4;0;6;1;2;2;5;0;3;2;1;2;1;3;2;2;1;2;1;5;6;3;2;6;4;3;4;91;2;1;2;6;4;1;3;4;3;2;3;2;4;6;4;0;5;4;4;1;5;2;3;5;2;3;2;3;1;4;119;7;4;2;4;6;3;4;3;2;5;7;7;3;2;3;7;4;2;2;3;6;1;2;5;4;4;2;4;5;3;3;
;;;75-79 years;1438;114;3;5;5;3;4;3;4;3;1;6;4;1;4;5;4;4;4;6;6;3;3;4;3;1;2;5;3;3;7;1;4;124;6;3;5;7;8;0;4;6;4;4;0;9;2;5;7;3;6;4;2;5;2;5;4;3;3;5;9;3;0;118;4;5;3;5;4;3;5;7;7;1;3;5;1;5;1;1;4;5;4;6;4;5;6;2;3;3;2;4;3;5;2;135;1;4;6;5;4;6;7;4;6;2;7;4;5;8;5;4;4;7;5;3;7;2;3;5;1;4;1;8;4;3;116;5;2;4;2;2;3;2;3;5;3;5;7;2;3;5;4;9;2;5;3;5;5;6;6;3;2;1;4;2;2;4;106;4;1;5;2;5;8;4;3;1;2;4;5;5;6;2;1;3;3;3;2;2;3;2;5;5;4;7;4;2;3;134;6;2;5;5;5;3;7;4;4;1;2;2;5;10;2;9;6;4;4;6;5;10;3;1;1;5;2;4;3;4;4;111;1;5;3;4;3;7;2;4;5;5;4;1;9;3;5;6;6;1;3;2;5;3;5;2;3;1;3;2;2;3;3;115;2;9;4;5;1;1;5;0;3;5;7;2;6;5;4;6;4;1;1;4;7;2;3;8;1;3;3;3;2;8;123;5;5;7;2;4;4;6;7;3;4;1;2;5;6;5;3;6;1;2;4;4;4;6;6;3;4;5;2;5;0;2;118;4;4;6;2;2;6;7;5;3;0;4;8;3;2;7;2;1;1;2;6;3;5;4;4;3;6;5;3;6;4;124;3;5;3;2;7;6;4;4;3;2;3;3;4;5;4;2;6;7;5;2;3;2;5;4;3;5;5;3;6;3;5;
;;;80-84 years;1917;201;3;4;6;5;9;0;3;4;8;8;2;10;6;6;8;3;10;9;5;12;3;4;21;4;8;3;13;4;7;9;4;158;7;4;3;4;7;8;4;7;6;10;6;8;7;3;6;6;5;4;3;6;5;8;3;10;3;6;3;6;0;155;4;5;3;6;5;7;5;1;3;5;7;4;7;7;6;5;5;5;10;5;8;5;3;2;6;2;5;2;5;7;5;140;3;5;4;3;1;7;6;3;4;7;4;4;5;4;2;10;3;4;9;5;6;6;3;5;8;3;2;4;7;3;169;1;5;6;3;5;8;5;7;8;4;5;6;6;4;3;8;4;5;7;4;4;4;10;3;9;8;9;3;4;6;5;168;2;4;4;3;9;2;7;8;8;3;10;3;8;10;8;5;3;4;5;4;7;8;8;6;6;9;5;4;2;3;161;2;8;1;10;4;2;7;6;8;5;7;2;4;5;10;9;5;2;6;3;6;4;4;2;2;5;12;7;2;5;6;147;2;4;4;7;6;3;5;3;7;8;2;3;7;5;2;5;2;4;2;8;6;7;6;4;13;2;5;3;3;5;4;134;8;0;3;2;6;2;4;9;7;2;10;3;2;4;4;5;6;5;2;5;6;7;5;3;5;3;8;4;3;1;142;2;4;8;3;5;2;2;8;10;6;5;3;4;2;4;6;6;4;1;6;3;6;6;7;1;3;9;6;1;2;7;146;2;5;5;3;1;4;3;6;9;4;7;4;4;6;4;7;8;1;3;7;6;2;11;6;6;3;10;2;2;5;196;7;5;5;7;9;6;9;6;3;6;9;13;6;2;8;6;7;4;12;6;4;5;5;7;2;8;8;5;8;3;5;
;;;85 or more years;4263;412;8;9;14;8;9;12;7;11;11;17;16;13;13;14;23;7;11;11;13;17;10;17;13;14;10;15;14;20;16;22;17;371;14;13;11;19;16;13;14;16;16;10;11;11;14;17;13;11;11;12;12;19;8;11;8;14;10;9;21;17;0;370;9;19;11;10;11;12;22;16;10;14;10;14;10;10;5;6;15;16;14;11;12;15;9;11;11;9;11;14;14;8;11;334;12;10;9;12;9;13;13;13;17;18;9;11;12;10;11;12;15;9;15;5;8;10;10;13;6;12;10;12;9;9;357;15;12;15;8;9;8;10;9;14;8;11;8;10;14;8;9;7;7;12;21;9;12;12;9;9;12;13;15;13;17;21;359;15;9;11;8;20;14;7;15;14;16;9;10;11;14;20;8;14;11;16;12;14;21;7;11;11;8;5;6;8;14;364;13;11;10;11;15;13;8;6;17;12;3;12;9;13;20;15;10;22;16;7;13;6;12;11;13;12;10;10;12;12;10;296;14;8;7;13;12;6;6;8;10;8;6;12;10;7;12;8;8;8;15;10;11;6;11;13;8;9;12;8;12;9;9;281;9;5;10;6;3;10;13;12;11;5;10;10;5;10;9;11;12;8;14;8;13;9;15;11;12;5;3;11;12;9;319;15;16;4;9;8;11;14;7;15;12;10;9;11;10;11;18;14;6;8;11;10;8;8;7;14;10;12;9;9;6;7;360;17;6;15;11;8;16;5;9;15;8;17;16;10;13;13;14;17;14;21;16;18;9;13;5;6;9;6;14;7;12;440;16;14;8;19;14;18;12;15;17;11;12;29;20;10;18;20;16;11;16;17;21;6;8;12;12;9;11;14;12;15;7;
;;F;0-64 years;796;62;4;1;2;4;2;0;3;4;1;4;1;2;2;0;2;0;6;2;1;2;3;2;1;3;1;1;2;1;2;2;1;55;1;0;4;2;1;3;2;4;4;2;2;1;1;1;0;3;4;2;2;1;2;4;3;1;1;0;0;4;0;67;1;7;4;2;1;1;4;2;1;0;1;2;3;0;1;3;3;3;3;2;2;0;3;0;5;2;2;1;3;4;1;69;4;2;2;2;2;1;3;3;2;2;2;8;1;3;2;4;1;2;3;4;3;1;1;2;2;3;2;1;1;0;62;5;2;3;2;4;3;3;0;2;4;2;1;0;2;1;2;5;3;2;1;2;1;0;3;1;1;3;2;1;0;1;52;3;3;0;2;0;3;0;5;3;3;0;0;1;3;2;5;1;2;2;2;0;2;1;1;1;1;4;0;0;2;80;4;1;2;3;5;0;2;2;4;1;3;2;2;0;7;2;5;5;2;2;7;0;4;0;2;0;1;5;2;2;3;73;9;5;1;1;1;4;4;1;1;3;2;4;5;1;3;2;2;3;2;0;2;0;2;2;0;1;2;3;2;5;0;70;0;1;3;6;3;3;2;2;0;3;3;2;8;2;4;1;2;2;2;0;3;2;4;1;3;4;1;0;3;0;61;3;3;1;1;2;2;4;3;3;6;0;3;1;1;3;3;1;0;1;1;1;1;1;3;0;3;3;2;2;2;1;69;2;3;4;2;3;0;1;1;0;3;1;2;1;2;0;7;2;0;4;1;2;2;5;2;5;3;2;3;3;3;76;2;4;7;4;3;1;3;2;0;2;3;2;2;3;2;5;1;3;4;1;1;3;1;1;3;3;2;3;2;3;0;
;;;65-69 years;380;29;3;1;1;0;1;1;1;1;0;1;2;1;3;1;0;1;1;0;0;0;1;0;1;0;1;2;2;0;0;1;2;44;3;2;1;0;2;3;2;2;1;0;1;3;0;4;1;1;0;2;0;2;0;1;3;3;1;2;1;3;0;30;0;1;0;0;1;0;2;0;1;3;0;3;0;2;1;0;1;0;2;0;2;0;0;2;1;3;1;2;1;1;0;31;1;0;3;0;2;0;0;1;0;3;1;1;0;0;2;2;2;1;1;1;0;1;2;0;3;0;1;0;0;3;28;0;0;2;1;3;0;2;3;1;0;0;1;0;1;0;2;0;1;0;3;2;1;1;1;0;0;0;0;2;1;0;24;1;0;1;0;2;1;1;0;1;0;1;1;1;2;0;1;0;0;1;2;1;1;0;2;0;0;1;1;2;0;27;2;0;1;1;0;0;1;0;0;1;1;1;0;1;3;1;0;2;0;4;1;0;0;0;1;1;3;1;0;0;1;36;2;0;3;0;0;0;4;1;1;1;3;2;2;0;1;1;1;0;0;0;1;0;3;1;0;0;2;3;0;2;2;33;0;0;1;3;0;0;1;0;1;1;5;2;1;0;1;1;1;1;1;1;3;0;0;1;2;0;2;1;1;2;32;1;1;0;2;2;0;1;1;0;1;2;1;2;1;1;1;0;0;0;2;1;2;1;0;3;0;2;0;2;0;2;38;1;2;2;3;0;2;0;0;2;2;0;1;0;0;1;0;1;0;0;2;2;0;1;2;3;4;2;3;0;2;28;0;2;0;1;1;1;0;1;1;0;0;1;1;1;1;1;2;1;0;0;1;1;3;0;0;3;0;3;1;0;1;
;;;70-74 years;599;50;1;3;1;1;2;1;2;2;1;1;0;0;0;5;4;2;0;3;1;1;1;3;0;4;1;1;0;2;0;1;6;41;1;3;1;1;0;2;1;4;1;0;0;2;3;2;3;2;1;1;2;2;1;0;2;3;1;1;0;1;0;59;1;2;4;1;5;2;0;3;1;3;0;0;2;2;2;3;2;1;2;2;0;1;4;1;2;4;2;3;2;1;1;48;2;0;2;1;1;0;2;3;0;0;1;1;5;0;1;0;0;3;1;0;0;0;6;3;1;3;3;3;3;3;54;1;1;1;0;1;0;1;2;1;5;5;2;1;2;3;1;2;2;0;0;2;2;0;3;2;3;4;2;0;1;4;53;3;2;2;2;5;1;2;0;4;2;3;1;2;2;0;1;1;2;0;0;4;2;1;6;1;3;0;1;0;0;54;1;0;0;2;2;1;2;2;1;2;1;2;1;3;2;0;3;1;0;1;3;2;6;6;3;0;5;1;1;0;0;39;1;1;1;2;2;1;2;0;1;1;0;2;1;1;1;3;0;1;0;0;2;2;2;0;2;1;4;1;1;1;2;61;2;2;3;0;1;2;2;2;0;2;3;3;1;1;2;5;3;2;2;1;1;2;5;2;3;3;0;3;0;3;47;6;2;3;1;0;1;4;1;1;1;1;0;1;3;1;1;1;0;0;1;0;5;4;3;0;0;1;0;0;3;2;42;1;2;0;1;1;0;2;1;0;0;1;1;1;5;1;1;4;2;0;1;0;1;1;4;2;1;3;2;1;2;51;1;0;4;2;2;1;3;3;2;0;1;1;2;1;1;1;2;1;1;1;2;3;2;1;1;2;3;2;3;2;0;
;;;75-79 years;1081;84;4;2;2;1;3;3;4;3;3;0;3;6;2;2;1;1;7;1;1;5;2;4;3;3;2;1;3;1;5;3;3;98;4;6;6;5;3;7;2;2;3;3;4;3;2;5;2;1;3;6;2;4;7;3;0;2;4;3;3;3;0;91;2;2;2;3;6;3;1;1;7;1;1;3;5;1;0;5;3;4;6;3;1;2;3;3;2;1;3;6;5;3;3;98;5;6;1;2;4;2;3;5;3;5;1;3;1;4;3;7;5;1;2;3;0;4;2;2;4;1;3;7;5;4;96;3;1;2;3;2;6;4;4;2;7;3;3;3;3;6;8;3;2;0;1;3;1;3;3;2;5;3;3;2;2;3;98;4;4;2;3;4;2;2;2;4;1;7;5;5;6;8;3;2;3;5;3;1;5;2;4;3;4;0;0;3;1;100;3;5;4;3;6;3;3;3;2;0;3;2;4;6;5;2;3;3;4;3;4;1;2;5;3;5;4;2;6;1;0;83;5;3;4;1;4;6;7;4;2;1;1;3;1;3;3;2;2;1;2;4;1;4;2;6;2;0;2;2;1;2;2;73;1;2;3;3;1;0;1;1;1;4;4;4;2;6;2;1;3;5;3;2;2;2;2;3;3;2;4;0;2;4;97;3;1;3;3;4;5;6;3;4;3;2;4;3;6;4;3;2;3;0;2;4;5;2;1;6;2;4;1;2;2;4;73;1;3;1;0;1;3;2;2;2;6;2;2;3;2;3;1;1;1;3;3;5;1;3;3;0;7;1;3;3;5;90;3;6;2;4;3;3;3;3;1;1;3;2;3;2;4;2;5;2;4;3;3;3;6;1;1;4;0;4;3;4;2;
;;;80-84 years;1815;163;7;3;6;3;4;5;7;9;7;5;10;3;5;1;4;4;10;6;2;7;8;4;2;7;7;5;6;0;3;7;6;127;2;8;4;4;5;6;4;3;9;3;4;2;5;7;6;5;3;5;4;6;4;4;4;4;3;7;2;4;0;159;9;6;4;5;10;5;4;6;5;4;4;2;5;6;5;3;4;3;4;4;8;5;3;4;3;2;4;6;13;5;8;153;8;8;5;5;6;1;8;7;7;2;4;2;7;10;5;4;3;2;1;5;5;5;9;6;8;6;3;0;6;5;138;5;3;1;5;6;1;3;5;3;6;3;4;7;9;2;1;4;4;1;4;2;7;4;5;8;2;7;3;5;10;8;164;3;8;4;4;7;3;6;6;9;8;5;7;4;8;4;4;12;5;4;6;4;4;3;5;4;8;5;3;5;6;176;2;5;4;3;7;6;4;3;3;5;9;3;1;6;7;8;4;14;5;5;8;2;8;6;6;10;6;6;4;7;9;154;5;5;7;7;6;9;1;7;2;2;4;6;10;7;6;4;4;3;2;5;3;4;2;10;5;7;2;5;6;5;3;151;10;5;5;5;4;6;7;4;4;3;6;10;4;4;6;2;5;4;8;7;2;5;6;4;5;1;3;5;6;5;133;3;3;1;8;4;6;9;2;4;5;6;6;4;5;6;6;5;3;3;4;4;6;1;3;2;3;3;3;5;3;7;147;5;3;4;7;6;4;2;4;5;4;3;6;11;3;5;6;4;6;8;6;1;5;7;2;5;5;7;5;3;5;150;4;6;4;1;2;4;3;6;3;7;6;6;5;5;7;2;8;5;8;2;2;6;10;1;6;7;3;4;8;5;4;
;;;85 or more years;6946;603;21;22;24;16;19;14;21;14;14;17;19;12;17;19;23;18;18;25;21;25;22;19;26;14;23;21;26;21;14;18;20;587;34;26;24;19;28;20;21;18;17;24;27;22;16;28;20;18;21;24;26;13;24;19;16;17;16;11;23;15;0;603;17;19;20;22;20;18;27;15;15;15;16;16;24;12;26;24;24;17;15;21;20;28;18;24;19;21;20;16;22;22;10;589;22;11;18;17;20;22;18;24;24;20;22;16;19;18;19;18;25;21;14;20;17;25;20;14;20;19;18;23;24;21;604;33;16;11;18;16;17;23;17;20;24;16;18;13;24;23;18;17;25;21;15;22;26;31;14;9;16;23;18;25;19;16;567;21;11;18;18;18;20;24;23;17;18;21;25;25;25;28;29;25;26;25;8;12;17;15;9;10;13;17;15;22;12;613;22;15;21;11;21;16;19;22;21;26;22;16;25;25;24;30;28;17;31;20;17;15;18;22;8;14;20;24;9;17;17;531;19;17;29;16;25;13;24;17;22;10;14;12;20;17;12;23;11;19;19;16;12;12;14;17;14;15;15;15;24;19;19;452;20;13;11;12;16;12;20;16;20;12;22;15;14;19;21;13;17;13;15;16;12;19;19;15;11;12;13;14;12;8;520;14;15;13;16;15;19;17;23;13;15;20;12;12;20;13;12;20;14;21;21;16;15;20;27;19;9;21;19;12;18;19;568;13;17;15;11;14;14;23;18;17;23;17;18;19;16;11;21;14;31;17;22;25;24;14;19;17;19;30;21;20;28;709;16;21;23;15;29;18;25;28;19;24;22;25;24;21;28;29;16;25;23;13;19;31;25;25;19;23;27;23;24;19;30;
;1D: Oeste e Vale do Tejo;M;0-64 years;899;89;5;0;4;4;3;1;7;1;7;4;3;4;2;3;0;2;1;6;2;2;2;6;2;1;5;2;1;3;2;2;2;83;3;2;4;3;4;4;2;5;0;4;2;2;5;3;2;2;4;1;3;4;0;5;5;1;3;3;2;5;0;86;4;3;1;5;2;4;4;6;3;1;9;1;2;2;3;5;2;2;3;2;3;4;1;0;1;2;2;4;2;2;1;57;2;2;3;2;1;5;0;1;1;2;3;0;2;2;1;2;1;5;2;2;0;1;1;2;0;2;2;3;2;5;72;2;1;4;2;1;5;2;1;0;3;3;2;1;3;3;5;2;3;5;2;5;0;4;0;1;1;2;1;0;2;6;83;2;5;2;1;2;1;3;4;4;4;3;6;4;4;3;4;4;2;3;2;0;2;2;0;3;2;3;2;2;4;70;1;2;1;2;1;4;2;1;3;1;2;1;1;5;2;4;2;3;3;3;3;4;1;5;2;1;0;1;5;1;3;71;1;3;5;2;2;4;5;3;1;7;1;2;1;2;1;0;4;1;1;1;4;0;1;5;2;1;2;4;1;2;2;64;3;2;0;0;4;0;0;2;2;1;3;2;2;1;3;3;3;1;2;6;1;5;2;2;3;2;3;2;2;2;69;2;2;1;2;2;5;2;4;2;0;2;1;1;5;5;6;3;1;0;1;2;2;3;4;0;3;2;2;4;0;0;73;2;1;5;1;1;2;3;0;3;3;5;3;2;5;1;0;1;2;0;1;4;5;3;1;2;4;3;6;1;3;82;1;3;1;2;3;4;2;0;2;5;7;3;3;3;3;5;2;2;1;1;5;4;5;0;3;1;1;2;2;4;2;
