;;;65-69 years;419;51;4;0;1;2;1;0;3;1;5;2;2;0;1;3;2;1;3;1;0;2;3;0;2;1;3;3;1;3;0;0;1;42;1;0;1;3;0;1;3;0;0;2;0;0;2;6;1;0;1;1;4;3;2;1;2;0;4;0;3;1;0;32;2;1;0;1;0;2;0;1;3;2;3;1;1;1;0;1;1;0;1;0;1;0;1;1;2;1;0;1;0;1;3;27;0;0;1;1;1;2;1;2;0;0;0;2;0;2;2;0;2;1;0;1;3;0;1;0;1;0;1;1;0;2;26;0;2;0;0;2;0;3;0;3;1;0;3;2;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1;1;2;2;32;0;0;2;1;0;0;1;1;1;1;1;2;2;0;2;4;1;0;3;2;0;0;1;2;0;0;2;0;3;0;31;2;0;1;1;1;2;0;1;0;1;0;1;2;3;0;3;1;2;1;2;1;0;0;1;0;2;0;1;1;0;1;31;1;1;2;0;2;1;1;1;1;0;1;2;4;0;0;1;0;1;2;1;0;0;0;0;2;3;2;1;1;0;0;33;1;2;1;2;1;0;0;1;1;3;1;1;1;1;1;1;1;0;3;0;2;3;1;1;3;1;0;0;0;0;33;1;0;3;2;1;3;0;0;3;3;1;1;0;0;4;1;1;0;1;0;0;1;3;2;0;0;0;1;0;0;1;42;1;1;1;1;1;1;2;3;1;1;1;3;0;2;2;2;1;2;1;1;0;3;4;0;2;1;2;0;2;0;39;0;1;3;2;1;0;2;1;3;0;1;0;0;2;2;2;2;3;2;1;0;0;0;0;3;1;1;1;1;1;3;
;;;70-74 years;535;47;2;1;3;1;3;2;1;3;2;0;2;1;1;0;0;0;1;1;1;2;4;2;1;0;1;5;1;0;3;0;3;47;1;3;1;1;0;1;2;1;0;0;3;1;1;2;2;2;1;2;1;4;2;1;2;3;1;6;2;1;0;40;1;1;1;2;0;1;0;3;0;1;2;1;1;0;2;0;2;1;3;2;2;1;1;4;0;1;2;1;2;2;0;48;4;3;2;1;1;3;1;1;1;0;1;2;1;1;0;2;1;1;3;1;1;2;2;2;3;1;2;2;2;1;47;3;1;2;1;1;0;3;1;4;1;2;2;1;2;4;0;3;1;2;2;1;1;0;0;0;3;0;1;4;1;0;49;1;3;4;1;1;0;2;1;1;1;1;3;2;4;0;2;2;5;3;3;0;1;1;1;3;0;2;0;1;0;46;0;3;1;1;3;1;0;0;1;2;2;1;1;3;3;0;3;0;3;2;2;2;1;0;2;3;1;2;1;1;1;39;0;1;0;1;3;2;1;1;0;1;2;1;1;2;1;3;1;3;2;0;1;2;0;1;2;2;1;0;3;1;0;32;0;0;2;1;2;1;3;1;0;1;1;1;0;1;1;2;0;1;4;0;0;0;3;1;0;2;1;2;0;1;42;1;2;2;1;1;3;1;1;0;1;4;2;1;0;1;0;4;0;0;2;1;1;1;2;0;0;3;2;2;1;2;49;0;1;3;2;0;3;3;2;3;0;2;0;3;2;2;2;1;1;0;1;3;0;2;1;2;1;0;3;1;5;49;2;1;1;0;2;0;5;1;2;3;3;0;1;1;2;0;0;3;3;4;1;1;2;3;2;3;0;2;0;1;0;
;;;75-79 years;738;79;4;2;4;2;1;4;0;2;1;4;4;3;3;6;1;4;4;4;3;0;3;2;1;3;3;2;2;2;3;1;1;68;3;3;2;6;6;2;3;1;1;3;3;7;3;2;1;2;2;0;4;4;1;1;1;1;2;3;1;0;0;62;2;4;3;2;3;1;2;2;1;3;4;2;3;0;3;1;1;0;4;2;1;4;0;0;3;4;2;2;1;1;1;67;2;6;1;2;1;2;1;2;0;2;4;2;2;3;6;5;1;0;1;0;3;1;2;5;3;0;2;1;6;1;51;2;2;1;0;2;3;2;1;2;4;1;1;1;2;1;2;2;4;0;1;2;0;1;2;1;3;3;2;0;1;2;49;4;4;1;1;0;2;2;1;1;5;0;2;3;0;3;1;0;0;2;1;1;1;1;3;1;3;3;2;0;1;56;2;2;2;5;0;4;3;2;2;2;1;1;1;1;1;2;2;1;4;0;1;3;1;2;4;0;2;0;3;2;0;53;2;2;3;2;1;1;1;2;0;3;1;1;1;1;2;2;1;0;5;2;1;4;2;1;3;1;1;2;1;3;1;57;5;3;2;1;3;1;2;0;4;1;4;1;2;2;3;1;0;3;1;2;1;3;0;0;2;3;1;0;3;3;67;5;3;3;0;3;1;2;2;2;4;2;1;2;2;2;2;4;0;4;1;2;0;2;0;3;3;0;3;5;3;1;46;1;2;2;2;1;4;2;2;3;0;1;0;1;1;0;0;0;0;1;0;2;2;2;3;1;2;2;3;2;4;83;3;2;0;5;3;3;2;5;4;3;5;3;1;3;1;2;2;4;1;4;5;2;2;3;4;1;3;3;1;1;2;
;;;80-84 years;1009;103;1;2;1;4;4;4;3;3;5;4;2;1;5;1;3;2;4;0;6;4;5;6;2;4;3;2;4;5;5;2;6;95;9;2;5;0;3;6;1;3;4;4;7;5;3;4;3;7;4;4;3;3;2;2;1;3;5;1;1;0;0;92;1;1;2;3;3;1;1;2;5;5;2;1;2;2;3;5;6;5;3;3;3;2;4;3;2;4;3;6;3;3;3;80;1;6;2;1;4;4;1;3;2;1;2;2;4;0;3;2;3;6;3;3;2;10;1;2;2;1;1;4;4;0;90;5;1;5;3;3;1;0;5;3;6;1;2;1;4;0;2;3;7;5;3;3;3;1;2;4;1;3;4;2;2;5;81;2;2;6;4;2;3;5;3;4;3;3;2;3;3;2;0;2;2;5;4;2;3;1;0;4;1;2;0;6;2;75;2;2;2;3;2;2;4;1;2;1;1;3;4;2;5;3;1;5;6;2;1;4;1;1;4;2;2;1;1;3;2;69;2;4;1;4;2;2;2;2;2;1;4;3;1;5;2;3;0;4;2;2;3;2;1;2;2;1;0;1;5;4;0;66;2;2;8;0;1;0;3;0;1;1;3;4;2;1;4;2;1;4;4;2;6;0;2;0;0;2;5;3;1;2;80;3;5;3;3;1;4;0;4;4;1;0;3;2;1;4;2;0;5;4;3;1;3;0;4;3;1;1;2;3;7;3;80;8;3;3;1;7;3;4;0;2;2;4;3;3;3;1;6;3;1;2;1;0;0;3;5;3;1;3;3;0;2;98;3;4;4;4;6;6;5;3;4;1;4;2;4;4;3;3;2;1;6;2;2;0;5;1;3;3;5;1;4;0;3;
;;;85 or more years;2002;184;4;4;5;6;9;3;6;5;6;5;8;7;2;10;7;7;6;7;6;9;7;5;2;5;4;7;4;8;8;6;6;178;4;7;7;4;5;2;6;9;6;12;6;6;6;5;6;4;7;12;6;6;1;3;10;10;8;8;5;7;0;177;0;6;6;2;2;4;10;6;9;6;7;7;5;9;5;5;8;8;7;7;5;6;5;2;3;7;6;10;7;4;3;152;6;7;5;2;5;6;5;4;4;1;9;4;6;4;6;5;4;7;6;2;5;4;4;5;8;6;7;5;5;5;168;2;6;4;5;7;6;3;6;5;5;5;7;8;4;6;7;5;5;4;12;2;8;2;4;6;8;4;8;8;3;3;192;8;6;5;2;9;7;4;9;7;4;5;1;10;4;10;12;3;7;5;11;6;9;5;6;6;4;9;5;9;4;183;7;1;4;7;3;2;9;7;10;4;7;6;3;4;8;3;6;10;4;8;7;10;4;11;5;2;5;10;6;7;3;128;2;7;5;5;3;5;3;3;5;4;1;5;4;10;5;1;5;4;1;2;6;1;6;6;4;4;3;7;3;2;6;129;6;1;4;8;3;9;6;3;4;4;3;3;4;5;8;4;1;3;4;4;3;4;2;6;5;3;4;8;3;4;142;1;6;8;5;3;2;2;2;2;5;5;7;3;5;6;1;5;5;3;8;5;2;9;5;9;6;4;4;5;6;3;170;7;4;2;6;6;8;1;7;4;3;8;13;7;5;3;4;5;5;5;7;6;10;4;6;7;6;3;6;5;7;199;9;4;6;6;7;9;8;8;3;7;5;13;8;5;3;5;8;5;6;4;7;6;2;7;8;4;8;6;4;9;9;
;;F;0-64 years;418;50;6;1;3;1;1;5;1;1;2;1;1;1;3;2;2;4;2;1;0;1;2;1;2;0;0;3;1;1;1;0;0;37;2;0;1;1;0;0;0;1;3;0;5;1;1;1;3;5;1;3;1;1;3;0;0;1;0;2;1;0;0;37;0;0;0;2;2;1;1;1;0;1;0;1;2;0;2;0;2;1;0;2;2;0;4;0;2;2;1;2;0;2;4;20;1;3;1;1;1;1;2;1;0;1;0;0;1;0;3;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;29;0;2;0;0;1;0;2;1;0;0;1;1;3;1;1;3;2;1;1;1;0;0;2;1;0;1;0;2;0;1;1;28;1;0;0;3;0;2;2;0;0;0;2;1;0;2;1;1;1;1;1;1;2;1;1;2;0;0;0;0;0;3;39;3;0;1;4;3;2;0;1;1;2;1;0;1;1;1;1;4;2;1;0;1;0;0;2;1;1;1;0;2;1;1;30;2;2;0;0;2;0;1;0;1;0;1;2;1;0;0;0;1;3;1;2;0;0;0;1;1;0;0;2;2;2;3;35;0;0;3;1;1;1;1;1;0;2;2;0;0;2;0;2;1;0;0;3;1;3;5;2;1;1;1;0;1;0;28;2;2;0;0;3;1;0;0;0;0;0;1;2;1;0;0;0;0;0;2;2;3;1;1;1;2;1;0;3;0;0;40;0;1;1;1;1;1;1;1;4;0;0;2;0;1;2;2;3;1;2;0;0;2;2;2;1;1;4;1;0;3;45;1;1;1;0;3;3;0;2;3;0;3;0;1;1;3;0;2;1;0;4;3;0;0;1;2;1;1;1;5;2;0;
;;;65-69 years;203;12;1;0;0;1;1;1;0;0;0;0;0;0;1;0;1;2;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;22;2;0;0;1;0;1;0;0;0;1;0;0;1;2;2;0;1;0;3;0;0;2;1;1;3;1;0;0;0;17;1;0;2;0;0;0;0;1;0;1;2;1;2;0;0;2;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;22;0;0;0;3;0;0;2;0;1;2;0;1;0;0;0;0;0;0;0;1;2;0;0;1;3;1;1;0;3;1;17;0;0;1;1;0;0;0;0;0;0;2;2;1;0;1;1;2;0;0;1;1;0;0;0;2;0;0;0;0;2;0;8;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;23;0;1;0;2;1;0;3;0;0;0;1;2;0;1;0;0;1;0;0;0;2;1;1;2;0;2;1;0;1;1;0;13;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;2;16;0;1;0;1;1;0;0;0;0;0;1;0;0;1;1;2;0;2;1;1;0;3;0;0;0;1;0;0;0;0;17;1;1;0;1;2;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;4;1;0;0;0;0;0;0;1;0;0;13;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;1;0;0;0;0;1;2;1;0;0;2;1;1;0;0;23;1;0;0;0;1;0;0;1;0;0;1;2;0;1;2;1;2;0;0;1;1;0;0;2;1;0;2;2;0;2;0;
;;;70-74 years;301;45;1;0;2;1;1;0;0;4;3;2;2;2;0;2;4;2;0;3;1;0;1;0;1;1;0;1;0;4;1;4;2;26;2;0;1;3;1;0;1;1;2;1;0;1;0;0;0;1;0;0;0;1;3;1;1;2;1;1;2;0;0;19;1;3;1;2;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;0;1;0;30;0;1;0;0;1;1;2;3;1;1;1;1;2;1;0;1;0;0;1;2;2;1;0;0;1;0;2;4;1;0;18;1;0;1;0;0;1;0;1;0;0;1;2;0;0;0;2;0;1;0;3;0;1;0;1;1;0;0;0;1;1;0;18;0;1;0;0;0;2;0;0;0;1;1;1;2;2;2;1;1;1;2;0;0;1;0;0;0;0;0;0;0;0;25;1;2;1;2;0;2;0;0;0;0;0;2;2;1;2;1;3;2;0;0;0;0;1;0;1;0;1;0;0;1;0;19;1;2;1;1;0;1;1;0;1;3;0;0;0;0;0;2;0;2;0;0;0;0;0;1;1;1;0;0;0;1;0;16;0;1;0;0;0;0;1;0;1;2;2;0;1;0;0;0;2;1;0;1;1;1;1;0;0;0;0;1;0;0;23;3;0;0;0;0;1;1;0;2;1;1;1;0;0;2;1;0;1;0;0;1;1;0;0;0;1;1;1;0;2;2;27;0;1;0;0;1;0;0;0;0;0;2;0;1;0;1;1;2;1;1;2;1;4;2;1;1;0;0;0;2;3;35;0;1;0;1;1;3;1;1;0;0;2;0;0;2;1;1;2;1;3;4;1;1;2;0;0;1;0;1;2;1;2;
;;;75-79 years;631;67;1;2;3;2;2;1;0;2;3;1;2;3;5;3;4;0;1;2;5;4;2;4;0;2;2;0;1;4;1;1;4;65;1;0;3;0;4;1;5;2;3;1;6;1;1;2;1;1;4;3;4;1;2;2;1;3;5;5;3;0;0;44;3;0;1;0;0;4;2;3;2;0;1;4;1;3;1;3;2;4;1;2;0;1;2;0;0;0;3;0;0;0;1;49;3;0;1;0;1;4;1;4;2;1;1;0;2;2;4;1;3;0;2;2;2;3;1;0;2;2;1;1;3;0;48;4;1;1;1;3;3;1;4;2;3;1;1;2;1;0;1;1;0;1;0;1;4;0;0;2;0;3;1;2;3;1;57;3;0;3;1;2;3;2;4;2;2;1;0;1;1;0;2;3;3;2;1;1;3;1;1;1;1;4;4;2;3;56;2;4;2;3;3;0;2;3;1;2;6;0;0;3;3;1;1;3;1;1;2;1;0;2;1;0;3;0;3;2;1;51;1;1;1;3;1;0;1;1;1;4;1;0;4;2;1;1;3;2;1;2;1;1;1;0;1;4;4;1;3;1;3;37;1;2;1;0;0;1;2;1;0;4;3;1;0;1;1;2;1;1;1;0;1;1;1;0;1;3;3;0;2;2;42;0;0;2;1;1;2;0;4;4;0;1;0;3;2;2;0;2;0;2;1;1;1;1;2;1;1;1;4;1;2;0;53;2;2;2;0;5;2;3;3;0;0;1;0;4;2;2;3;1;1;4;2;1;2;1;1;2;2;2;0;0;3;62;4;5;1;0;3;1;1;3;0;2;2;2;6;1;0;1;0;2;2;1;4;2;1;3;4;2;1;2;2;0;4;
;;;80-84 years;976;95;4;1;4;2;5;2;2;7;1;2;3;2;3;3;2;2;5;3;3;2;0;4;5;6;4;1;1;4;3;5;4;78;5;2;1;6;1;0;4;5;2;5;5;3;1;3;4;1;3;1;6;1;2;2;6;3;2;2;1;1;0;81;1;2;1;2;1;2;2;4;1;3;3;2;2;7;1;1;2;2;5;6;0;5;2;4;1;5;1;1;3;4;5;84;3;2;3;5;0;1;3;0;3;4;6;3;3;4;4;5;2;4;3;5;2;2;3;3;3;2;3;1;0;2;77;1;3;4;1;2;5;2;3;2;0;6;2;2;3;4;3;2;6;0;1;0;3;3;2;1;4;0;1;7;3;1;77;3;2;3;3;2;2;1;6;6;0;3;1;3;1;2;4;4;2;1;4;0;2;7;2;3;1;2;2;4;1;80;2;3;2;0;1;4;2;0;2;1;3;1;5;2;3;3;5;3;0;6;1;5;2;4;3;0;2;2;5;3;5;84;3;1;2;3;6;2;4;2;3;1;5;1;3;5;0;4;0;6;2;2;2;6;0;7;0;1;3;3;2;2;3;64;1;5;3;1;5;3;2;2;3;2;1;2;0;1;3;1;2;3;1;2;3;0;2;4;1;2;6;1;2;0;94;4;1;3;4;2;4;2;2;0;6;1;2;2;6;3;3;5;4;4;3;4;4;3;1;6;1;2;3;5;2;2;81;2;3;2;1;1;1;3;3;5;5;2;4;2;5;2;3;2;5;1;3;3;5;1;6;2;4;1;3;0;1;81;1;2;4;3;4;1;2;1;4;3;3;1;3;3;1;3;2;4;2;4;2;5;5;4;2;3;2;1;3;1;2;
;;;85 or more years;3359;323;6;6;9;12;7;16;8;17;11;17;5;17;7;10;9;8;14;9;7;9;12;10;13;6;19;13;4;11;10;11;10;276;12;15;6;14;11;12;12;16;11;8;8;13;10;12;13;7;10;8;10;7;9;7;7;7;8;6;11;6;0;314;8;9;15;7;13;13;9;14;15;5;13;6;4;9;15;13;8;13;9;13;12;15;7;10;7;16;6;10;7;4;9;269;9;14;9;13;11;11;10;5;8;9;9;12;5;19;5;8;7;8;9;8;9;9;7;7;16;5;9;6;7;5;289;11;7;11;12;7;6;8;6;12;14;9;10;8;14;11;5;7;14;6;8;10;9;9;15;11;9;9;7;11;6;7;276;14;11;8;7;4;6;7;9;7;8;12;11;16;15;10;5;12;13;9;9;8;2;16;8;9;7;8;5;11;9;290;10;5;13;9;6;9;11;6;9;11;12;7;14;13;15;13;6;17;8;7;10;11;8;9;10;6;5;5;8;7;10;242;8;10;5;11;6;11;5;6;7;8;7;6;8;10;13;9;5;11;12;7;9;4;7;7;6;8;8;4;9;9;6;231;3;9;8;6;8;8;6;7;7;7;7;12;2;5;10;8;8;8;7;12;9;10;12;5;2;9;7;14;10;5;240;6;4;10;8;5;8;3;7;9;9;4;11;8;17;7;2;5;10;7;10;3;11;9;8;8;10;11;4;6;8;12;271;13;4;10;8;9;8;10;12;14;7;7;7;14;12;8;7;1;7;12;7;7;13;9;7;8;7;13;8;14;8;338;15;6;9;19;13;12;14;19;8;5;13;10;15;6;11;11;9;13;9;14;12;10;6;11;16;6;10;8;14;5;9;
;1A: Grande Lisboa;M;0-64 years;2032;212;7;8;5;8;9;3;3;4;7;3;10;8;13;4;9;9;9;9;5;9;5;5;8;7;8;6;7;10;7;3;4;155;6;5;7;5;10;5;9;5;3;8;6;7;5;6;5;7;8;3;11;7;4;2;5;3;3;4;2;4;0;204;7;7;13;8;13;4;8;10;6;12;4;3;5;7;13;4;1;6;3;5;5;4;7;5;3;7;7;4;6;13;4;172;4;4;6;4;1;9;10;4;4;5;5;7;6;8;4;10;6;13;3;10;5;4;2;5;6;3;3;7;8;6;147;1;5;7;4;4;6;2;3;9;7;5;3;6;5;4;6;8;6;7;6;6;1;1;5;2;5;5;5;4;5;4;142;3;5;5;5;0;8;3;3;6;2;1;7;6;8;2;5;5;9;4;10;5;5;2;6;4;4;3;8;4;4;164;5;8;7;6;0;2;8;8;4;5;8;4;7;7;6;2;3;7;5;8;3;5;3;5;5;4;8;3;11;4;3;158;8;8;1;6;4;1;6;4;4;4;2;6;5;5;3;5;3;7;5;3;7;6;7;5;5;2;6;5;9;8;8;153;8;5;5;3;4;6;6;5;5;8;5;5;6;12;3;4;5;5;4;9;8;1;5;3;5;3;3;5;2;5;174;8;3;6;3;4;8;7;4;10;2;5;5;3;5;7;8;7;6;4;11;4;6;5;4;6;6;2;7;6;2;10;149;6;5;4;6;3;6;6;3;9;4;5;4;5;5;7;1;6;7;3;4;2;4;6;2;7;9;2;4;9;5;202;2;6;6;9;7;10;9;5;6;8;8;9;6;5;4;7;5;7;7;9;4;6;5;3;11;5;4;10;7;8;4;
;;;65-69 years;871;86;2;2;2;5;1;1;4;3;3;1;2;2;1;4;2;4;2;2;4;3;2;3;2;2;4;3;3;7;5;2;3;74;2;4;4;1;2;1;6;4;0;3;3;3;4;1;2;1;2;0;6;4;5;4;4;1;4;1;1;1;0;81;2;0;2;3;6;1;5;4;3;4;3;2;5;3;1;3;2;1;3;2;1;2;5;3;0;1;4;1;3;4;2;64;1;2;5;3;0;0;2;0;1;3;3;2;3;2;3;2;1;1;3;4;2;3;3;1;0;5;4;1;2;2;73;3;5;5;2;1;1;3;2;1;5;1;4;5;4;3;2;2;1;1;0;3;1;3;0;2;1;3;2;3;0;4;71;0;6;3;1;1;7;1;0;2;3;1;4;0;2;1;0;2;2;7;4;1;2;3;4;3;1;3;3;2;2;66;0;1;2;4;5;1;3;0;3;1;3;2;1;2;1;2;1;2;4;1;3;0;5;4;2;0;3;5;2;1;2;63;3;3;2;2;3;2;1;4;2;2;3;1;1;2;1;3;3;2;1;4;1;4;0;2;2;1;4;0;0;1;3;72;0;5;0;3;3;6;1;3;3;1;0;3;1;1;2;3;1;5;1;2;1;3;0;5;3;2;5;3;3;3;77;4;1;2;3;2;3;2;3;2;5;3;1;2;2;2;4;5;1;1;1;1;4;2;3;1;4;4;2;1;3;3;61;5;2;1;5;2;5;2;3;1;1;3;3;2;0;4;2;1;1;2;1;2;1;3;0;0;5;1;0;0;3;83;2;4;4;4;3;1;5;4;4;4;2;4;3;2;1;0;7;1;4;2;2;3;3;2;2;2;1;1;1;3;2;
;;;70-74 years;1140;139;4;4;3;5;2;4;8;4;6;1;4;7;3;1;5;2;6;6;4;7;4;4;6;3;5;6;6;1;4;6;8;103;3;5;4;4;4;0;4;2;2;4;3;4;4;2;4;4;6;4;1;5;6;3;3;5;4;2;6;5;0;85;5;4;2;2;1;1;7;2;3;5;1;3;0;5;1;1;3;5;5;3;2;4;4;0;1;3;2;5;1;2;2;90;5;1;4;1;3;3;6;4;3;3;3;3;2;3;4;1;1;3;2;5;6;1;3;0;4;3;1;5;4;3;74;1;1;0;3;3;2;1;2;5;1;3;2;7;1;2;3;2;2;1;0;1;3;2;3;0;5;2;6;2;3;5;95;4;3;3;4;6;6;4;9;1;5;3;3;6;2;1;1;2;2;3;0;3;3;5;2;2;2;2;7;1;0;92;0;3;4;7;3;3;3;1;5;3;4;0;6;3;3;0;4;8;3;3;1;4;2;2;5;3;1;1;2;2;3;87;2;1;3;3;1;4;4;4;1;2;3;4;2;2;0;3;4;4;3;5;3;3;1;4;8;2;2;1;4;0;4;87;2;2;1;3;3;3;5;2;4;1;4;2;4;2;3;2;4;0;3;2;7;5;6;4;3;0;0;5;3;2;102;1;2;4;6;2;3;9;3;3;3;2;5;2;2;2;4;3;3;3;1;6;5;6;2;1;2;5;1;5;1;5;88;1;4;4;1;4;4;4;0;4;1;3;2;1;2;4;3;3;1;3;2;1;6;2;6;1;6;5;7;2;1;98;5;4;4;2;2;3;3;0;2;4;2;1;6;0;3;3;6;2;2;2;1;3;3;7;5;4;3;5;6;3;2;
;;;75-79 years;1425;151;9;2;3;0;3;2;6;5;3;4;7;6;3;6;7;3;8;8;5;6;5;5;6;2;5;7;6;8;5;2;4;126;5;4;7;2;3;3;4;4;0;9;5;6;2;5;3;5;4;7;4;6;9;6;2;6;3;2;5;5;0;135;7;3;6;0;2;5;3;4;3;10;1;4;5;7;4;5;7;9;1;2;2;4;5;3;5;2;6;3;5;7;5;104;3;6;2;7;2;4;1;2;4;3;4;5;3;5;3;4;4;5;4;4;5;3;2;3;4;2;4;0;5;1;86;2;0;1;2;3;5;2;2;5;2;3;4;2;3;2;4;1;6;4;1;2;1;3;4;1;4;5;2;4;4;2;115;1;4;5;5;2;3;4;7;3;4;3;1;5;5;4;4;5;5;6;3;6;8;3;1;2;8;2;1;3;2;128;4;6;4;1;3;10;2;4;2;7;6;5;4;6;3;3;4;7;3;1;2;3;1;4;4;4;4;4;7;8;2;115;6;0;5;3;7;5;5;3;6;3;4;5;3;2;1;3;1;3;3;4;6;6;2;4;4;3;7;3;2;3;3;98;4;1;5;2;3;4;3;6;5;4;2;3;2;2;2;5;2;1;2;3;5;5;5;3;3;4;3;4;2;3;117;3;3;5;5;3;6;2;3;4;3;2;2;7;8;0;6;2;5;3;3;4;2;3;5;7;3;4;5;1;5;3;120;5;5;3;3;5;2;3;1;6;5;6;2;4;7;2;4;2;6;6;3;6;2;4;5;5;2;2;6;4;4;130;6;4;3;3;5;8;4;3;4;3;8;7;5;7;2;6;6;3;3;3;4;3;2;4;1;5;6;1;5;2;4;
;;;80-84 years;1817;198;8;7;7;2;8;4;10;8;6;5;11;4;6;3;2;11;10;6;8;8;7;6;5;4;6;4;8;5;5;6;8;146;9;3;5;5;5;6;8;8;3;7;3;6;6;5;3;5;4;8;5;4;3;4;4;6;5;5;7;4;0;166;6;4;1;9;6;5;5;6;3;9;3;0;3;7;3;6;6;7;6;3;8;7;3;10;7;7;5;6;7;5;3;150;9;7;6;8;3;6;3;2;7;5;4;6;6;7;8;3;5;2;3;6;6;3;2;2;3;5;6;7;6;4;145;8;4;4;5;6;3;6;4;7;4;3;2;7;8;3;3;5;4;3;8;5;2;2;8;4;4;2;6;4;7;4;149;5;8;4;10;3;1;5;6;2;3;4;5;9;12;8;5;8;3;3;5;3;5;1;1;1;9;2;7;5;6;135;1;2;3;7;4;3;7;5;5;5;5;4;4;7;2;7;2;5;7;1;5;4;4;5;4;2;2;5;8;6;4;126;1;7;6;2;3;4;4;1;5;6;4;4;4;8;3;4;5;1;2;6;7;8;4;4;3;2;2;3;6;4;3;128;5;2;6;2;0;2;8;7;1;10;3;4;4;2;6;6;5;5;3;3;3;10;5;2;3;4;6;5;5;1;141;3;5;6;4;2;4;1;6;11;4;9;4;5;1;4;7;6;2;1;2;3;4;0;1;6;2;8;10;6;8;6;139;6;3;6;10;3;5;9;7;3;2;3;3;2;7;5;8;4;0;6;5;2;9;2;3;2;2;8;6;3;5;194;3;8;7;4;6;5;6;7;6;7;3;7;3;9;4;9;10;5;8;8;6;7;5;8;5;5;10;4;4;6;9;
;;;85 or more years;3516;335;13;11;7;7;9;9;9;9;9;4;9;5;9;10;12;7;13;9;14;12;16;17;14;11;13;10;14;14;19;8;12;310;16;12;8;9;11;16;11;12;13;13;7;10;11;17;17;13;12;9;6;11;5;6;9;13;11;14;7;11;0;300;8;15;12;8;11;5;8;9;12;9;8;7;11;4;8;7;16;8;17;12;12;11;7;11;9;9;10;6;7;11;12;294;12;12;10;14;10;10;5;10;13;12;10;8;14;13;10;15;13;5;5;9;5;9;3;10;8;11;7;9;13;9;301;10;6;4;10;7;9;14;8;10;6;13;12;7;15;8;14;14;6;6;8;13;10;11;12;9;7;14;11;7;7;13;288;9;11;9;9;7;6;14;6;13;16;11;14;10;8;6;13;14;8;11;12;13;7;8;4;15;7;3;8;8;8;261;9;9;14;11;7;5;7;7;11;11;8;9;18;9;10;4;7;4;5;7;11;7;10;5;11;8;4;9;5;8;11;249;7;7;4;8;11;8;8;9;10;11;6;10;8;9;2;5;12;12;4;8;8;6;12;8;7;5;8;8;9;7;12;255;13;11;7;8;7;8;11;11;14;6;7;11;7;8;12;6;11;7;9;4;7;10;5;10;8;6;9;9;7;6;235;9;6;9;9;10;8;6;6;5;6;10;12;4;5;7;8;8;11;4;8;4;3;5;7;12;12;7;16;4;6;8;293;11;7;10;12;8;5;9;11;11;10;10;10;9;11;7;7;11;7;10;13;12;7;10;17;9;10;6;16;11;6;395;12;10;16;14;16;15;16;13;11;13;16;13;10;16;14;10;9;20;13;14;14;12;15;9;12;10;12;8;13;12;7;
;;F;0-64 years;1064;97;3;4;9;5;2;2;4;1;2;4;4;2;5;4;1;1;2;3;1;6;6;6;1;2;2;2;1;3;2;2;5;92;6;3;2;3;1;0;4;3;4;4;4;7;3;4;2;2;2;5;2;0;6;4;2;3;2;6;4;4;0;95;2;2;4;1;3;1;1;3;1;4;3;4;3;1;5;7;2;4;4;2;1;5;3;3;6;2;4;2;4;1;7;86;1;3;1;8;6;2;2;4;4;1;4;6;3;3;1;1;7;4;5;0;2;1;1;2;1;3;3;4;1;2;92;3;4;7;2;3;2;2;3;3;0;2;4;2;2;4;3;3;4;3;2;1;4;3;2;2;6;9;2;2;2;1;75;2;3;3;0;4;2;1;3;2;2;3;2;6;1;2;2;2;2;1;3;3;1;4;3;5;2;2;2;5;2;100;3;6;2;6;1;6;5;3;3;2;3;0;5;2;3;6;2;5;1;4;2;3;1;2;3;3;2;1;6;3;6;73;2;3;2;2;4;1;4;3;1;5;0;4;3;2;2;3;2;3;3;2;1;4;1;3;2;3;2;1;2;1;2;78;2;1;6;5;4;3;4;1;3;3;3;1;0;2;3;4;4;6;0;2;2;0;4;1;1;4;1;2;3;3;85;3;6;2;2;2;2;3;3;2;2;3;2;8;10;4;2;2;3;0;2;2;3;0;1;4;2;2;2;1;3;2;78;2;3;1;2;2;4;5;5;4;2;0;2;3;2;1;2;4;2;3;2;3;2;3;4;3;0;3;1;3;5;113;5;3;3;4;3;2;3;6;2;3;5;3;3;4;3;4;6;4;5;1;0;4;4;4;8;4;3;4;0;5;5;
